Stock Similarity Group Detection
========================================
Method: Z-score normalized cosine similarity
High similarity threshold: >= 0.9
Low similarity threshold: <= -0.7

High similarity groups (1541 pairs)
----------------------------------------
stock_56_SP100 <-> stock_35_HSI: -0.918643
stock_82_SP100 <-> stock_14_SP100: -0.918632
stock_15_SP100 <-> stock_27_HSI: -0.918493
stock_90_SP100 <-> stock_62_HSI: -0.918411
stock_33_SP100 <-> stock_69_HSI: -0.918369
stock_90_SP100 <-> stock_38_HSI: -0.918269
stock_21_SP100 <-> stock_71_HSI: -0.918240
stock_33_SP100 <-> stock_26_HSI: -0.918206
stock_53_SP100 <-> stock_50_HSI: -0.918174
stock_25_SP100 <-> stock_18_HSI: -0.918140
stock_62_SP100 <-> stock_64_HSI: -0.918113
stock_63_SP100 <-> stock_33_HSI: -0.918111
stock_63_SP100 <-> stock_63_HSI: -0.918059
stock_35_SP100 <-> stock_77_HSI: -0.918054
stock_82_SP100 <-> stock_21_HSI: -0.918034
stock_67_SP100 <-> stock_63_HSI: -0.917988
stock_90_SP100 <-> stock_75_HSI: -0.917935
stock_25_SP100 <-> stock_30_SP100: -0.917802
stock_8_SP100 <-> stock_32_SP100: -0.917799
stock_84_SP100 <-> stock_61_HSI: -0.917782
stock_2_SP100 <-> stock_28_HSI: -0.917719
stock_74_SP100 <-> stock_77_HSI: -0.917623
stock_90_SP100 <-> stock_46_HSI: -0.917574
stock_62_SP100 <-> stock_6_HSI: -0.917555
stock_45_SP100 <-> stock_22_HSI: -0.917524
stock_72_SP100 <-> stock_24_SP100: -0.917352
stock_28_SP100 <-> stock_24_SP100: -0.917282
stock_20_SP100 <-> stock_19_SP100: -0.917246
stock_85_SP100 <-> stock_91_SP100: -0.917213
stock_58_SP100 <-> stock_35_HSI: -0.917159
stock_48_HSI <-> stock_21_HSI: -0.917121
stock_15_HSI <-> stock_47_HSI: -0.917060
stock_52_SP100 <-> stock_71_HSI: -0.916991
stock_50_SP100 <-> stock_77_HSI: -0.916917
stock_69_SP100 <-> stock_6_SP100: -0.916828
stock_55_SP100 <-> stock_63_HSI: -0.916780
stock_48_HSI <-> stock_19_SP100: -0.916683
stock_1_SP100 <-> stock_75_HSI: -0.916676
stock_44_SP100 <-> stock_46_HSI: -0.916622
stock_56_SP100 <-> stock_28_HSI: -0.916578
stock_54_HSI <-> stock_79_HSI: -0.916501
stock_23_SP100 <-> stock_75_HSI: -0.916460
stock_59_HSI <-> stock_95_SP100: -0.916423
stock_63_SP100 <-> stock_21_HSI: -0.916421
stock_42_HSI <-> stock_71_SP100: -0.916405
stock_15_SP100 <-> stock_30_SP100: -0.916397
stock_86_SP100 <-> stock_26_HSI: -0.916296
stock_10_SP100 <-> stock_48_SP100: -0.916287
stock_33_SP100 <-> stock_91_SP100: -0.916239
stock_33_SP100 <-> stock_63_HSI: -0.916202
stock_33_SP100 <-> stock_62_HSI: -0.916156
stock_89_SP100 <-> stock_46_HSI: -0.916123
stock_89_SP100 <-> stock_91_SP100: -0.916068
stock_13_SP100 <-> stock_24_HSI: -0.915921
stock_17_HSI <-> stock_21_HSI: -0.915862
stock_65_SP100 <-> stock_25_HSI: -0.915714
stock_16_SP100 <-> stock_75_HSI: -0.915617
stock_86_SP100 <-> stock_66_HSI: -0.915458
stock_21_SP100 <-> stock_22_HSI: -0.915458
stock_44_SP100 <-> stock_24_HSI: -0.915438
stock_21_SP100 <-> stock_75_HSI: -0.915363
stock_17_SP100 <-> stock_71_HSI: -0.915347
stock_33_SP100 <-> stock_30_HSI: -0.915267
stock_47_SP100 <-> stock_18_HSI: -0.915001
stock_89_SP100 <-> stock_70_HSI: -0.914925
stock_45_SP100 <-> stock_29_HSI: -0.914869
stock_11_SP100 <-> stock_46_HSI: -0.914798
stock_70_SP100 <-> stock_95_SP100: -0.914625
stock_62_SP100 <-> stock_32_HSI: -0.914606
stock_86_SP100 <-> stock_6_HSI: -0.914578
stock_98_SP100 <-> stock_35_HSI: -0.914572
stock_99_SP100 <-> stock_24_HSI: -0.914500
stock_1_SP100 <-> stock_35_HSI: -0.914469
stock_7_SP100 <-> stock_62_HSI: -0.914428
stock_45_SP100 <-> stock_22_SP100: -0.914362
stock_54_SP100 <-> stock_18_HSI: -0.914243
stock_41_SP100 <-> stock_24_HSI: -0.914124
stock_45_SP100 <-> stock_79_HSI: -0.914092
stock_63_SP100 <-> stock_26_SP100: -0.914012
stock_15_HSI <-> stock_100_SP100: -0.914000
stock_74_SP100 <-> stock_83_SP100: -0.913773
stock_85_SP100 <-> stock_47_HSI: -0.913752
stock_17_SP100 <-> stock_22_HSI: -0.913578
stock_58_SP100 <-> stock_62_HSI: -0.913423
stock_82_SP100 <-> stock_68_HSI: -0.913362
stock_13_SP100 <-> stock_19_SP100: -0.913283
stock_92_SP100 <-> stock_35_HSI: -0.913260
stock_72_SP100 <-> stock_79_HSI: -0.913234
stock_38_SP100 <-> stock_30_HSI: -0.913227
stock_15_HSI <-> stock_40_HSI: -0.913155
stock_3_SP100 <-> stock_75_HSI: -0.913146
stock_47_SP100 <-> stock_75_HSI: -0.912967
stock_92_SP100 <-> stock_69_HSI: -0.912964
stock_17_SP100 <-> stock_75_HSI: -0.912858
stock_82_SP100 <-> stock_69_HSI: -0.912853
stock_90_SP100 <-> stock_68_HSI: -0.912695
stock_63_SP100 <-> stock_53_HSI: -0.912644
stock_34_HSI <-> stock_3_HSI: -0.912611
stock_7_SP100 <-> stock_77_HSI: -0.912440
stock_53_SP100 <-> stock_30_HSI: -0.912394
stock_15_SP100 <-> stock_46_HSI: -0.912333
stock_56_SP100 <-> stock_50_HSI: -0.912308
stock_70_SP100 <-> stock_69_HSI: -0.912133
stock_1_SP100 <-> stock_65_HSI: -0.912071
stock_96_SP100 <-> stock_22_HSI: -0.911909
stock_5_HSI <-> stock_46_HSI: -0.911852
stock_54_HSI <-> stock_77_HSI: -0.911844
stock_82_SP100 <-> stock_48_SP100: -0.911779
stock_20_SP100 <-> stock_46_HSI: -0.911574
stock_35_SP100 <-> stock_47_HSI: -0.911402
stock_87_SP100 <-> stock_83_SP100: -0.911263
stock_73_HSI <-> stock_66_SP100: -0.911230
stock_80_SP100 <-> stock_71_HSI: -0.911161
stock_27_SP100 <-> stock_14_SP100: -0.911116
stock_44_SP100 <-> stock_27_HSI: -0.911086
stock_11_SP100 <-> stock_65_HSI: -0.911019
stock_17_SP100 <-> stock_55_HSI: -0.910835
stock_88_SP100 <-> stock_71_SP100: -0.910803
stock_45_SP100 <-> stock_35_HSI: -0.910777
stock_82_SP100 <-> stock_79_HSI: -0.910697
stock_11_SP100 <-> stock_30_SP100: -0.910680
stock_89_SP100 <-> stock_47_HSI: -0.910678
stock_23_SP100 <-> stock_28_HSI: -0.910675
stock_48_HSI <-> stock_24_HSI: -0.910665
stock_81_HSI <-> stock_76_SP100: -0.910546
stock_92_SP100 <-> stock_62_HSI: -0.910515
stock_60_HSI <-> stock_19_SP100: -0.910451
stock_10_SP100 <-> stock_61_HSI: -0.910366
stock_87_SP100 <-> stock_28_HSI: -0.910328
stock_55_SP100 <-> stock_14_SP100: -0.910322
stock_55_SP100 <-> stock_24_HSI: -0.910224
stock_5_HSI <-> stock_66_HSI: -0.910201
stock_67_SP100 <-> stock_14_SP100: -0.910193
stock_82_SP100 <-> stock_75_HSI: -0.910108
stock_65_SP100 <-> stock_51_HSI: -0.910076
stock_52_SP100 <-> stock_80_HSI: -0.910016
stock_64_SP100 <-> stock_71_HSI: -0.910008
stock_23_SP100 <-> stock_91_SP100: -0.909896
stock_79_SP100 <-> stock_62_HSI: -0.909863
stock_52_SP100 <-> stock_18_HSI: -0.909861
stock_92_SP100 <-> stock_48_SP100: -0.909849
stock_33_SP100 <-> stock_48_SP100: -0.909779
stock_69_SP100 <-> stock_22_SP100: -0.909651
stock_48_HSI <-> stock_14_SP100: -0.909647
stock_15_HSI <-> stock_64_HSI: -0.909647
stock_39_SP100 <-> stock_80_HSI: -0.909628
stock_58_SP100 <-> stock_50_HSI: -0.909624
stock_96_SP100 <-> stock_83_HSI: -0.909530
stock_86_SP100 <-> stock_71_SP100: -0.909521
stock_41_SP100 <-> stock_19_SP100: -0.909430
stock_58_SP100 <-> stock_83_SP100: -0.909427
stock_41_SP100 <-> stock_61_HSI: -0.909327
stock_64_SP100 <-> stock_71_SP100: -0.909226
stock_61_SP100 <-> stock_75_HSI: -0.909143
stock_12_HSI <-> stock_48_SP100: -0.909133
stock_44_SP100 <-> stock_66_HSI: -0.909028
stock_35_SP100 <-> stock_40_HSI: -0.908878
stock_82_SP100 <-> stock_47_HSI: -0.908815
stock_15_SP100 <-> stock_19_SP100: -0.908746
stock_52_SP100 <-> stock_30_HSI: -0.908731
stock_20_SP100 <-> stock_24_HSI: -0.908662
stock_45_SP100 <-> stock_83_SP100: -0.908614
stock_35_SP100 <-> stock_71_HSI: -0.908488
stock_11_SP100 <-> stock_77_HSI: -0.908391
stock_27_SP100 <-> stock_61_HSI: -0.908309
stock_47_SP100 <-> stock_46_HSI: -0.908296
stock_16_SP100 <-> stock_29_HSI: -0.908290
stock_17_SP100 <-> stock_22_SP100: -0.908288
stock_15_HSI <-> stock_50_HSI: -0.908187
stock_57_SP100 <-> stock_66_HSI: -0.908169
stock_85_SP100 <-> stock_70_HSI: -0.908135
stock_90_SP100 <-> stock_71_HSI: -0.908087
stock_41_SP100 <-> stock_26_HSI: -0.908022
stock_44_SP100 <-> stock_53_HSI: -0.907745
stock_98_SP100 <-> stock_23_HSI: -0.907604
stock_90_SP100 <-> stock_67_HSI: -0.907552
stock_35_SP100 <-> stock_62_HSI: -0.907538
stock_23_SP100 <-> stock_35_HSI: -0.907524
stock_55_SP100 <-> stock_27_HSI: -0.907487
stock_45_SP100 <-> stock_6_SP100: -0.907468
stock_73_HSI <-> stock_32_SP100: -0.907452
stock_81_HSI <-> stock_19_SP100: -0.907415
stock_69_SP100 <-> stock_66_HSI: -0.907338
stock_82_SP100 <-> stock_61_HSI: -0.907327
stock_73_HSI <-> stock_75_SP100: -0.907278
stock_20_SP100 <-> stock_30_SP100: -0.906978
stock_41_SP100 <-> stock_29_HSI: -0.906873
stock_81_SP100 <-> stock_26_SP100: -0.906801
stock_92_SP100 <-> stock_30_HSI: -0.906797
stock_17_HSI <-> stock_69_HSI: -0.906710
stock_63_SP100 <-> stock_71_SP100: -0.906625
stock_52_SP100 <-> stock_21_HSI: -0.906478
stock_25_SP100 <-> stock_47_HSI: -0.906450
stock_92_SP100 <-> stock_63_HSI: -0.906424
stock_61_SP100 <-> stock_26_HSI: -0.906403
stock_45_SP100 <-> stock_63_HSI: -0.906383
stock_15_HSI <-> stock_63_HSI: -0.906186
stock_56_SP100 <-> stock_64_HSI: -0.906154
stock_20_SP100 <-> stock_66_HSI: -0.906114
stock_64_SP100 <-> stock_6_HSI: -0.906056
stock_54_HSI <-> stock_83_HSI: -0.906023
stock_44_SP100 <-> stock_19_SP100: -0.906014
stock_12_HSI <-> stock_91_SP100: -0.905968
stock_54_HSI <-> stock_38_HSI: -0.905701
stock_90_SP100 <-> stock_83_SP100: -0.905634
stock_56_SP100 <-> stock_23_HSI: -0.905473
stock_21_SP100 <-> stock_22_SP100: -0.905373
stock_63_SP100 <-> stock_69_HSI: -0.905266
stock_72_SP100 <-> stock_77_HSI: -0.905142
stock_62_SP100 <-> stock_69_HSI: -0.905101
stock_18_SP100 <-> stock_29_HSI: -0.905080
stock_47_SP100 <-> stock_61_HSI: -0.904984
stock_16_SP100 <-> stock_53_HSI: -0.904973
stock_10_SP100 <-> stock_32_HSI: -0.904961
stock_35_SP100 <-> stock_55_HSI: -0.904909
stock_48_HSI <-> stock_69_HSI: -0.904774
stock_84_SP100 <-> stock_14_SP100: -0.904736
stock_73_HSI <-> stock_60_SP100: -0.904705
stock_7_SP100 <-> stock_47_HSI: -0.904572
stock_62_SP100 <-> stock_21_HSI: -0.904569
stock_82_SP100 <-> stock_65_HSI: -0.904565
stock_50_SP100 <-> stock_66_HSI: -0.904555
stock_99_SP100 <-> stock_46_HSI: -0.904546
stock_50_SP100 <-> stock_62_HSI: -0.904539
stock_52_SP100 <-> stock_69_HSI: -0.904511
stock_70_SP100 <-> stock_32_HSI: -0.904431
stock_85_SP100 <-> stock_28_HSI: -0.904391
stock_37_HSI <-> stock_29_HSI: -0.904222
stock_82_SP100 <-> stock_32_HSI: -0.904206
stock_39_SP100 <-> stock_26_SP100: -0.904101
stock_92_SP100 <-> stock_46_HSI: -0.903981
stock_80_SP100 <-> stock_53_HSI: -0.903921
stock_74_SP100 <-> stock_47_HSI: -0.903826
stock_1_SP100 <-> stock_50_HSI: -0.903800
stock_82_SP100 <-> stock_67_HSI: -0.903760
stock_99_SP100 <-> stock_66_HSI: -0.903630
stock_28_SP100 <-> stock_76_SP100: -0.903618
stock_18_SP100 <-> stock_55_HSI: -0.903614
stock_41_SP100 <-> stock_24_SP100: -0.903602
stock_70_SP100 <-> stock_24_HSI: -0.903550
stock_87_SP100 <-> stock_45_HSI: -0.903504
stock_86_SP100 <-> stock_24_HSI: -0.903493
stock_84_SP100 <-> stock_80_HSI: -0.903482
stock_86_SP100 <-> stock_45_HSI: -0.903428
stock_74_SP100 <-> stock_33_HSI: -0.903298
stock_17_HSI <-> stock_80_HSI: -0.903210
stock_48_HSI <-> stock_29_HSI: -0.903198
stock_25_SP100 <-> stock_77_HSI: -0.903146
stock_60_HSI <-> stock_76_SP100: -0.903135
stock_10_SP100 <-> stock_79_HSI: -0.903089
stock_33_SP100 <-> stock_22_HSI: -0.903042
stock_15_SP100 <-> stock_47_HSI: -0.903017
stock_81_HSI <-> stock_3_HSI: -0.902996
stock_85_SP100 <-> stock_38_HSI: -0.902980
stock_8_SP100 <-> stock_66_SP100: -0.902967
stock_34_HSI <-> stock_27_HSI: -0.902868
stock_16_SP100 <-> stock_46_HSI: -0.902867
stock_99_SP100 <-> stock_30_SP100: -0.902831
stock_90_SP100 <-> stock_32_HSI: -0.902775
stock_72_SP100 <-> stock_4_HSI: -0.902554
stock_80_SP100 <-> stock_65_HSI: -0.902376
stock_72_SP100 <-> stock_6_SP100: -0.902302
stock_82_SP100 <-> stock_6_SP100: -0.902296
stock_82_SP100 <-> stock_56_HSI: -0.902295
stock_1_SP100 <-> stock_4_HSI: -0.902280
stock_23_SP100 <-> stock_50_HSI: -0.902137
stock_82_SP100 <-> stock_77_HSI: -0.902054
stock_27_SP100 <-> stock_66_HSI: -0.902036
stock_89_SP100 <-> stock_71_HSI: -0.902021
stock_57_SP100 <-> stock_48_SP100: -0.901940
stock_16_HSI <-> stock_30_SP100: -0.901912
stock_39_SP100 <-> stock_27_HSI: -0.901906
stock_92_SP100 <-> stock_77_HSI: -0.901883
stock_67_SP100 <-> stock_24_HSI: -0.901881
stock_41_SP100 <-> stock_26_SP100: -0.901864
stock_8_SP100 <-> stock_75_SP100: -0.901845
stock_48_HSI <-> stock_56_HSI: -0.901832
stock_81_SP100 <-> stock_31_HSI: -0.901734
stock_57_SP100 <-> stock_23_HSI: -0.901592
stock_37_HSI <-> stock_14_SP100: -0.901573
stock_11_SP100 <-> stock_70_HSI: -0.901554
stock_82_SP100 <-> stock_40_HSI: -0.901494
stock_10_HSI <-> stock_40_SP100: -0.901361
stock_85_SP100 <-> stock_77_HSI: -0.901291
stock_10_SP100 <-> stock_26_HSI: -0.901278
stock_15_HSI <-> stock_66_HSI: -0.901130
stock_54_HSI <-> stock_68_HSI: -0.901106
stock_8_SP100 <-> stock_29_SP100: -0.901097
stock_58_SP100 <-> stock_77_HSI: -0.901092
stock_15_HSI <-> stock_35_HSI: -0.901075
stock_44_SP100 <-> stock_48_SP100: -0.901034
stock_68_SP100 <-> stock_75_HSI: -0.901014
stock_54_HSI <-> stock_33_HSI: -0.901002
stock_5_HSI <-> stock_63_HSI: -0.900968
stock_47_SP100 <-> stock_63_HSI: -0.900963
stock_63_SP100 <-> stock_95_SP100: -0.900882
stock_23_SP100 <-> stock_64_HSI: -0.900759
stock_90_SP100 <-> stock_47_HSI: -0.900729
stock_69_SP100 <-> stock_53_HSI: -0.900656
stock_72_HSI <-> stock_31_SP100: -0.900568
stock_18_SP100 <-> stock_63_HSI: -0.900504
stock_46_SP100 <-> stock_50_HSI: -0.900495
stock_17_HSI <-> stock_30_SP100: -0.900290
stock_50_SP100 <-> stock_53_HSI: -0.900225
stock_87_SP100 <-> stock_69_HSI: -0.900192
stock_87_SP100 <-> stock_21_HSI: -0.900190
stock_18_SP100 <-> stock_53_HSI: -0.900165
stock_54_HSI <-> stock_69_HSI: -0.900106
stock_16_SP100 <-> stock_63_HSI: -0.899956
stock_13_SP100 <-> stock_75_HSI: -0.899900
stock_15_SP100 <-> stock_77_HSI: -0.899832
stock_48_HSI <-> stock_63_HSI: -0.899795
stock_54_SP100 <-> stock_26_HSI: -0.899685
stock_64_SP100 <-> stock_48_SP100: -0.899645
stock_80_SP100 <-> stock_83_SP100: -0.899626
stock_57_SP100 <-> stock_62_HSI: -0.899580
stock_1_SP100 <-> stock_28_HSI: -0.899478
stock_87_SP100 <-> stock_70_HSI: -0.899398
stock_11_SP100 <-> stock_27_HSI: -0.899394
stock_33_SP100 <-> stock_23_HSI: -0.899331
stock_58_SP100 <-> stock_28_HSI: -0.899265
stock_28_SP100 <-> stock_26_SP100: -0.899195
stock_9_HSI <-> stock_91_SP100: -0.899184
stock_48_HSI <-> stock_53_HSI: -0.899149
stock_16_SP100 <-> stock_61_HSI: -0.899095
stock_89_SP100 <-> stock_23_HSI: -0.899051
stock_15_HSI <-> stock_38_HSI: -0.899027
stock_37_HSI <-> stock_30_SP100: -0.898953
stock_46_SP100 <-> stock_35_HSI: -0.898946
stock_72_SP100 <-> stock_68_HSI: -0.898939
stock_2_SP100 <-> stock_67_HSI: -0.898928
stock_79_SP100 <-> stock_77_HSI: -0.898882
stock_17_HSI <-> stock_46_HSI: -0.898815
stock_85_SP100 <-> stock_23_HSI: -0.898792
stock_84_SP100 <-> stock_22_HSI: -0.898751
stock_45_SP100 <-> stock_50_HSI: -0.898655
stock_56_SP100 <-> stock_71_HSI: -0.898502
stock_72_SP100 <-> stock_26_HSI: -0.898222
stock_61_SP100 <-> stock_25_HSI: -0.898220
stock_69_SP100 <-> stock_30_HSI: -0.898170
stock_80_SP100 <-> stock_77_HSI: -0.898166
stock_45_SP100 <-> stock_66_HSI: -0.898058
stock_90_SP100 <-> stock_56_HSI: -0.897955
stock_2_SP100 <-> stock_45_HSI: -0.897761
stock_55_SP100 <-> stock_66_HSI: -0.897700
stock_87_SP100 <-> stock_67_HSI: -0.897668
stock_35_SP100 <-> stock_68_HSI: -0.897604
stock_58_SP100 <-> stock_75_HSI: -0.897582
stock_70_SP100 <-> stock_56_HSI: -0.897530
stock_59_SP100 <-> stock_35_HSI: -0.897477
stock_17_HSI <-> stock_38_HSI: -0.897468
stock_55_SP100 <-> stock_19_SP100: -0.897421
stock_81_HSI <-> stock_26_SP100: -0.897402
stock_67_SP100 <-> stock_66_HSI: -0.897349
stock_85_SP100 <-> stock_30_HSI: -0.897149
stock_99_SP100 <-> stock_6_HSI: -0.897121
stock_63_SP100 <-> stock_38_HSI: -0.897048
stock_46_SP100 <-> stock_30_HSI: -0.896988
stock_28_SP100 <-> stock_20_HSI: -0.896917
stock_39_SP100 <-> stock_20_HSI: -0.896902
stock_85_SP100 <-> stock_68_HSI: -0.896842
stock_67_SP100 <-> stock_46_HSI: -0.896711
stock_78_HSI <-> stock_93_SP100: -0.896675
stock_58_SP100 <-> stock_8_HSI: -0.896581
stock_5_HSI <-> stock_100_SP100: -0.896573
stock_55_SP100 <-> stock_75_HSI: -0.896554
stock_77_SP100 <-> stock_51_HSI: -0.896500
stock_90_SP100 <-> stock_80_HSI: -0.896462
stock_67_SP100 <-> stock_27_HSI: -0.896336
stock_72_SP100 <-> stock_33_HSI: -0.896308
stock_81_SP100 <-> stock_41_HSI: -0.896297
stock_34_HSI <-> stock_76_SP100: -0.896284
stock_80_SP100 <-> stock_83_HSI: -0.896209
stock_69_SP100 <-> stock_63_HSI: -0.896093
stock_25_SP100 <-> stock_66_HSI: -0.896046
stock_86_SP100 <-> stock_27_HSI: -0.896006
stock_85_SP100 <-> stock_26_HSI: -0.895928
stock_69_SP100 <-> stock_4_HSI: -0.895876
stock_92_SP100 <-> stock_26_HSI: -0.895829
stock_80_SP100 <-> stock_19_SP100: -0.895824
stock_50_SP100 <-> stock_45_HSI: -0.895821
stock_9_HSI <-> stock_12_SP100: -0.895789
stock_90_SP100 <-> stock_45_HSI: -0.895711
stock_78_HSI <-> stock_40_SP100: -0.895646
stock_5_HSI <-> stock_68_HSI: -0.895526
stock_80_SP100 <-> stock_47_HSI: -0.895470
stock_60_HSI <-> stock_26_SP100: -0.895411
stock_96_SP100 <-> stock_80_HSI: -0.895221
stock_72_SP100 <-> stock_38_HSI: -0.895148
stock_86_SP100 <-> stock_83_SP100: -0.895025
stock_5_HSI <-> stock_38_HSI: -0.895021
stock_45_SP100 <-> stock_30_HSI: -0.894968
stock_60_HSI <-> stock_3_HSI: -0.894900
stock_55_SP100 <-> stock_18_HSI: -0.894894
stock_35_SP100 <-> stock_38_HSI: -0.894838
stock_2_SP100 <-> stock_66_HSI: -0.894805
stock_50_SP100 <-> stock_30_SP100: -0.894798
stock_55_SP100 <-> stock_33_HSI: -0.894784
stock_39_SP100 <-> stock_45_HSI: -0.894706
stock_56_SP100 <-> stock_30_HSI: -0.894654
stock_87_SP100 <-> stock_66_HSI: -0.894604
stock_86_SP100 <-> stock_19_SP100: -0.894477
stock_89_SP100 <-> stock_26_HSI: -0.894397
stock_25_SP100 <-> stock_6_HSI: -0.894378
stock_2_SP100 <-> stock_69_HSI: -0.894365
stock_5_HSI <-> stock_12_SP100: -0.894266
stock_10_SP100 <-> stock_6_SP100: -0.894265
stock_68_SP100 <-> stock_23_HSI: -0.894204
stock_59_HSI <-> stock_3_HSI: -0.894155
stock_59_HSI <-> stock_76_SP100: -0.894111
stock_80_SP100 <-> stock_29_HSI: -0.894083
stock_87_SP100 <-> stock_40_HSI: -0.894068
stock_70_SP100 <-> stock_38_HSI: -0.893598
stock_13_SP100 <-> stock_66_HSI: -0.893506
stock_2_SP100 <-> stock_4_HSI: -0.893491
stock_55_SP100 <-> stock_23_HSI: -0.893483
stock_2_SP100 <-> stock_6_HSI: -0.893441
stock_48_HSI <-> stock_33_HSI: -0.893422
stock_81_SP100 <-> stock_76_SP100: -0.893411
stock_52_SP100 <-> stock_83_HSI: -0.893393
stock_16_SP100 <-> stock_14_SP100: -0.893370
stock_92_SP100 <-> stock_91_SP100: -0.893248
stock_44_SP100 <-> stock_23_HSI: -0.893166
stock_48_HSI <-> stock_83_HSI: -0.893062
stock_13_SP100 <-> stock_46_HSI: -0.892987
stock_11_SP100 <-> stock_19_SP100: -0.892986
stock_10_SP100 <-> stock_56_HSI: -0.892953
stock_69_SP100 <-> stock_50_HSI: -0.892945
stock_86_SP100 <-> stock_70_HSI: -0.892924
stock_59_HSI <-> stock_27_HSI: -0.892909
stock_92_SP100 <-> stock_22_HSI: -0.892738
stock_47_SP100 <-> stock_27_HSI: -0.892723
stock_57_SP100 <-> stock_70_HSI: -0.892650
stock_54_HSI <-> stock_22_SP100: -0.892550
stock_62_SP100 <-> stock_80_HSI: -0.892446
stock_98_SP100 <-> stock_26_HSI: -0.892417
stock_52_SP100 <-> stock_35_HSI: -0.892391
stock_62_SP100 <-> stock_28_HSI: -0.892365
stock_34_HSI <-> stock_30_SP100: -0.892364
stock_15_SP100 <-> stock_24_HSI: -0.892324
stock_37_HSI <-> stock_70_HSI: -0.892315
stock_48_HSI <-> stock_38_HSI: -0.892234
stock_62_SP100 <-> stock_56_HSI: -0.892074
stock_52_SP100 <-> stock_50_HSI: -0.892049
stock_52_SP100 <-> stock_46_HSI: -0.891981
stock_63_SP100 <-> stock_30_SP100: -0.891841
stock_47_SP100 <-> stock_14_SP100: -0.891696
stock_52_SP100 <-> stock_53_HSI: -0.891693
stock_56_SP100 <-> stock_26_HSI: -0.891555
stock_98_SP100 <-> stock_75_HSI: -0.891540
stock_9_HSI <-> stock_39_HSI: -0.891515
stock_37_HSI <-> stock_61_HSI: -0.891472
stock_5_HSI <-> stock_35_HSI: -0.891399
stock_70_SP100 <-> stock_71_HSI: -0.891379
stock_70_SP100 <-> stock_67_HSI: -0.891342
stock_62_SP100 <-> stock_79_HSI: -0.891320
stock_34_HSI <-> stock_19_SP100: -0.891184
stock_21_SP100 <-> stock_18_HSI: -0.891110
stock_52_SP100 <-> stock_6_SP100: -0.891068
stock_62_SP100 <-> stock_83_HSI: -0.891034
stock_56_SP100 <-> stock_77_HSI: -0.890942
stock_81_HSI <-> stock_33_HSI: -0.890940
stock_54_HSI <-> stock_24_SP100: -0.890819
stock_99_SP100 <-> stock_53_HSI: -0.890785
stock_56_SP100 <-> stock_91_SP100: -0.890777
stock_17_HSI <-> stock_66_HSI: -0.890720
stock_13_SP100 <-> stock_33_HSI: -0.890719
stock_88_SP100 <-> stock_95_SP100: -0.890650
stock_16_HSI <-> stock_71_SP100: -0.890631
stock_72_SP100 <-> stock_41_HSI: -0.890558
stock_23_SP100 <-> stock_71_HSI: -0.890533
stock_25_SP100 <-> stock_53_HSI: -0.890450
stock_54_HSI <-> stock_21_HSI: -0.890428
stock_15_HSI <-> stock_69_HSI: -0.890338
stock_90_SP100 <-> stock_83_HSI: -0.890226
stock_54_HSI <-> stock_26_HSI: -0.890157
stock_7_SP100 <-> stock_18_HSI: -0.890130
stock_97_SP100 <-> stock_30_HSI: -0.889966
stock_1_SP100 <-> stock_46_HSI: -0.889958
stock_18_SP100 <-> stock_61_HSI: -0.889910
stock_5_HSI <-> stock_21_HSI: -0.889868
stock_87_SP100 <-> stock_32_HSI: -0.889865
stock_56_SP100 <-> stock_47_HSI: -0.889663
stock_97_SP100 <-> stock_25_HSI: -0.889637
stock_15_SP100 <-> stock_66_HSI: -0.889636
stock_33_SP100 <-> stock_83_HSI: -0.889478
stock_90_SP100 <-> stock_6_HSI: -0.889335
stock_60_HSI <-> stock_33_HSI: -0.889268
stock_44_SP100 <-> stock_71_SP100: -0.889032
stock_74_SP100 <-> stock_26_HSI: -0.888982
stock_8_SP100 <-> stock_93_SP100: -0.888918
stock_59_SP100 <-> stock_30_HSI: -0.888871
stock_11_SP100 <-> stock_75_HSI: -0.888813
stock_69_SP100 <-> stock_46_HSI: -0.888778
stock_45_SP100 <-> stock_70_HSI: -0.888765
stock_37_HSI <-> stock_18_HSI: -0.888665
stock_72_HSI <-> stock_95_SP100: -0.888619
stock_27_SP100 <-> stock_50_HSI: -0.888547
stock_72_SP100 <-> stock_80_HSI: -0.888547
stock_28_SP100 <-> stock_31_HSI: -0.888544
stock_78_HSI <-> stock_31_SP100: -0.888524
stock_1_SP100 <-> stock_45_HSI: -0.888503
stock_45_SP100 <-> stock_6_HSI: -0.888456
stock_7_SP100 <-> stock_46_HSI: -0.888445
stock_51_SP100 <-> stock_52_HSI: -0.888408
stock_74_SP100 <-> stock_26_SP100: -0.888312
stock_39_SP100 <-> stock_22_SP100: -0.888271
stock_15_HSI <-> stock_68_HSI: -0.888271
stock_60_HSI <-> stock_6_SP100: -0.888223
stock_89_SP100 <-> stock_40_HSI: -0.888134
stock_3_SP100 <-> stock_77_HSI: -0.888076
stock_98_SP100 <-> stock_28_HSI: -0.888008
stock_27_SP100 <-> stock_35_HSI: -0.887993
stock_41_SP100 <-> stock_14_SP100: -0.887981
stock_52_SP100 <-> stock_22_HSI: -0.887943
stock_41_SP100 <-> stock_47_HSI: -0.887916
stock_15_HSI <-> stock_21_HSI: -0.887810
stock_80_SP100 <-> stock_27_HSI: -0.887794
